protest3,wtssall,year,Age,Marital_Status,Kids,Income,Education,Subj_class,Ideology,PolParty,RedBluePres,Religion,ChurchAttendance,ReligiousStrength,Gender,Race,Work_Status,Decade,Census_Region
0,0.9548,2006,"[18,35]",Never Married,4+,Quint4,High School,Missing_SC,Conservative,Democrat,Republican President,Protestant,Sometimes,Strong,Male,Non White,Other,00’s,South
1,0.8593,2006,"[18,35]",Married,0,Top 20%,College,Missing_SC,Conservative,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,Non White,Employed,00’s,South
1,1.9096,2006,"(35,50]",Married,3,Quint4,College,Missing_SC,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,Non White,Employed,00’s,South
0,0.8593,2006,"[18,35]",Married,0,Quint3,High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,Non White,Employed,00’s,South
1,0.4297,2006,"[18,35]",Never Married,0,Bottom 20%,High School,Missing_SC,Moderate,Other,Republican President,Protestant,Sometimes,Not Strong,Male,Non White,Employed,00’s,South
0,1.9096,2006,"[18,35]",Never Married,0,Quint4,College,Missing_SC,Conservative,Republican,Republican President,Catholic,Sometimes,Not Strong,Male,White,Employed,00’s,South
0,0.4297,2006,65+,Divorce/Sep,0,Quint2,High School,Missing_SC,Liberal,Democrat,Republican President,Other,Sometimes,Strong,Male,White,Other,00’s,South
0,0.4297,2006,"(35,50]",Divorce/Sep,1,Quint2,High School,Missing_SC,Conservative,Other,Republican President,Catholic,Sometimes,Not Strong,Female,White,Employed,00’s,South
0,0.8593,2006,"(50,65]",Married,4+,Quint3,High School,Missing_SC,Conservative,Democrat,Republican President,Protestant,Sometimes,Strong,Male,White,Employed,00’s,South
0,0.4297,2006,"(35,50]",Divorce/Sep,1,Quint3,Graduate,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,00’s,South
0,0.4297,2006,"[18,35]",Never Married,0,Quint2,High School,Missing_SC,Moderate,Republican,Republican President,Protestant,Rarely,Somewhat Strong,Female,White,Employed,00’s,South
0,0.8593,2006,65+,Married,0,Top 20%,Graduate,Missing_SC,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Other,00’s,South
1,1.289,2006,"(50,65]",Married,4+,Top 20%,College,Missing_SC,Liberal,Republican,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,00’s,South
0,0.9548,2006,"(50,65]",Widowed,1,Quint4,College,Missing_SC,Conservative,Other,Republican President,Protestant,Weekly,Strong,Female,White,Unemployed,00’s,South
1,1.289,2006,"[18,35]",Never Married,1,Bottom 20%,High School,Missing_SC,Liberal,Democrat,Republican President,Other,Rarely,Strong,Male,White,Unemployed,00’s,South
0,0.9548,2006,"(35,50]",Never Married,0,Missing_Inc,College,Missing_SC,Conservative,Democrat,Republican President,Other,Weekly,Not Strong,Female,Non White,Employed,00’s,South
0,0.4297,2006,"(35,50]",Never Married,2,Bottom 20%,L/T High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Rarely,Strong,Female,Non White,Other,00’s,South
1,0.4297,2006,65+,Divorce/Sep,4+,Bottom 20%,L/T High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Rarely,Strong,Male,Non White,Unemployed,00’s,South
0,0.4297,2006,65+,Widowed,1,Quint2,College,Missing_SC,Liberal,Democrat,Republican President,Catholic,Sometimes,Not Strong,Female,Non White,Other,00’s,South
1,0.8593,2006,"(35,50]",Never Married,0,Quint2,High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Weekly,Strong,Male,Non White,Employed,00’s,South
1,1.9096,2006,"[18,35]",Married,1,Quint4,College,Missing_SC,Liberal,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,00’s,South
0,0.9548,2006,65+,Widowed,2,Quint4,High School,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Employed,00’s,South
0,1.9096,2006,"[18,35]",Never Married,0,Quint2,High School,Missing_SC,Conservative,Republican,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,00’s,South
0,0.8593,2006,"[18,35]",Never Married,0,Quint4,Graduate,Missing_SC,Liberal,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
1,0.4297,2006,"[18,35]",Never Married,0,Quint2,College,Missing_SC,Liberal,Democrat,Republican President,Other,Rarely,Not Strong,Female,White,Employed,00’s,South
0,0.4297,2006,"(50,65]",Never Married,0,Quint2,College,Missing_SC,Liberal,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,00’s,South
1,0.9548,2006,"[18,35]",Never Married,2,Quint3,High School,Missing_SC,Liberal,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
0,0.8593,2006,65+,Married,3,Top 20%,College,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,00’s,South
1,1.9096,2006,"[18,35]",Never Married,1,Quint4,High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Weekly,Somewhat Strong,Female,Non White,Employed,00’s,South
1,0.8593,2006,"(50,65]",Married,2,Quint2,Graduate,Missing_SC,Liberal,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
1,1.289,2006,"[18,35]",Never Married,0,Quint2,High School,Missing_SC,Liberal,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
1,0.9548,2006,"[18,35]",Never Married,0,Quint2,College,Missing_SC,Moderate,Democrat,Republican President,Other,Rarely,Not Strong,Female,White,Employed,00’s,South
1,1.289,2006,"(50,65]",Married,4+,Bottom 20%,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,Non White,Other,00’s,South
1,0.4297,2006,"[18,35]",Never Married,1,Bottom 20%,High School,Missing_SC,Moderate,Democrat,Republican President,Other,Sometimes,Strong,Female,Non White,Unemployed,00’s,South
1,1.9096,2006,"[18,35]",Never Married,0,Quint3,College,Missing_SC,Conservative,Other,Republican President,Protestant,Sometimes,Not Strong,Male,White,Other,00’s,South
1,0.8593,2006,"(50,65]",Married,2,Top 20%,High School,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,00’s,South
0,0.9548,2006,"[18,35]",Divorce/Sep,3,Quint3,High School,Missing_SC,Liberal,Republican,Republican President,Other,Weekly,Not Strong,Male,White,Employed,00’s,South
1,0.8593,2006,"(50,65]",Married,2,Quint4,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Rarely,Strong,Female,White,Other,00’s,South
0,0.8593,2006,"(35,50]",Married,3,Quint4,College,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Somewhat Strong,Female,White,Other,00’s,South
0,1.289,2006,"[18,35]",Never Married,0,Quint4,High School,Missing_SC,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Unemployed,00’s,South
0,0.4297,2006,"[18,35]",Divorce/Sep,1,Top 20%,Graduate,Missing_SC,Liberal,Republican,Republican President,Protestant,Sometimes,Strong,Male,Non White,Employed,00’s,South
0,1.9096,2006,"[18,35]",Never Married,1,Missing_Inc,High School,Missing_SC,Missing_Ideo,Other,Republican President,Catholic,Sometimes,Somewhat Strong,Female,Non White,Other,00’s,South
1,2.8644,2006,"(50,65]",Married,2,Top 20%,High School,Missing_SC,Conservative,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
1,0.8593,2006,"(35,50]",Married,2,Top 20%,Graduate,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Somewhat Strong,Female,White,Employed,00’s,South
1,1.289,2006,"[18,35]",Married,1,Quint4,High School,Missing_SC,Conservative,Other,Republican President,Catholic,Sometimes,Not Strong,Female,White,Employed,00’s,South
1,0.8593,2006,"[18,35]",Married,0,Top 20%,College,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,00’s,South
0,2.8644,2006,"(50,65]",Married,3,Quint3,L/T High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Sometimes,Strong,Female,White,Other,00’s,South
0,0.4297,2006,"[18,35]",Never Married,1,Quint2,High School,Missing_SC,Conservative,Other,Republican President,Other,Rarely,Not Strong,Male,Non White,Employed,00’s,South
0,1.9096,2006,"[18,35]",Never Married,0,Quint3,High School,Missing_SC,Moderate,Republican,Republican President,Protestant,Weekly,Not Strong,Male,White,Employed,00’s,South
1,1.289,2006,65+,Married,2,Quint4,High School,Missing_SC,Conservative,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,00’s,South
0,1.9096,2006,"(35,50]",Divorce/Sep,3,Quint2,High School,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Not Strong,Female,White,Employed,00’s,South
0,1.289,2006,"(50,65]",Married,3,Top 20%,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,00’s,South
1,0.8593,2006,,Divorce/Sep,1,Quint4,Graduate,Missing_SC,Conservative,Democrat,Republican President,Protestant,Weekly,Somewhat Strong,Male,Non White,Employed,00’s,South
0,0.4297,2006,"[18,35]",Never Married,1,Quint2,College,Missing_SC,Conservative,Democrat,Republican President,Protestant,Weekly,Strong,Female,Non White,Other,00’s,South
1,0.4297,2006,"(50,65]",Divorce/Sep,1,Bottom 20%,High School,Missing_SC,Conservative,Republican,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,00’s,South
0,0.8593,2006,"(35,50]",Never Married,0,Quint2,L/T High School,Missing_SC,Conservative,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,00’s,South
1,0.8593,2006,65+,Widowed,4+,Quint2,L/T High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Sometimes,Strong,Female,White,Other,00’s,South
0,1.289,2006,"(35,50]",Married,2,Quint2,L/T High School,Missing_SC,Liberal,Democrat,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,00’s,South
0,0.4297,2006,65+,Widowed,4+,Quint2,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Sometimes,Somewhat Strong,Female,White,Employed,00’s,South
0,0.8593,2006,"(50,65]",Married,1,Quint4,High School,Missing_SC,Conservative,Democrat,Republican President,Protestant,Rarely,Strong,Male,White,Employed,00’s,South
0,0.8593,2006,"(35,50]",Married,4+,Quint4,L/T High School,Missing_SC,Moderate,Other,Republican President,Protestant,Sometimes,Not Strong,Female,White,Unemployed,00’s,South
0,0.8593,2006,65+,Married,3,Quint2,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,00’s,South
0,0.8593,2006,"(35,50]",Married,0,Top 20%,College,Missing_SC,Conservative,Other,Republican President,Protestant,Sometimes,Somewhat Strong,Female,White,Employed,00’s,South
1,1.9096,2006,"(35,50]",Never Married,2,Quint4,High School,Missing_SC,Moderate,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
1,0.8593,2006,"(50,65]",Married,1,Missing_Inc,High School,Missing_SC,Liberal,Other,Republican President,Protestant,Sometimes,Not Strong,Male,White,Unemployed,00’s,South
1,0.8593,2006,"[18,35]",Married,1,Quint2,High School,Missing_SC,Missing_Ideo,Other,Republican President,Other,Sometimes,Not Strong,Male,White,Employed,00’s,South
0,0.4297,2006,"(50,65]",Never Married,0,Quint2,High School,Missing_SC,Moderate,Republican,Republican President,Protestant,Rarely,Strong,Male,White,Other,00’s,South
1,0.8593,2006,"(50,65]",Married,2,Top 20%,College,Missing_SC,Conservative,Republican,Republican President,Other,Weekly,Not Strong,Male,White,Employed,00’s,South
1,1.9096,2006,"(50,65]",Married,3,Missing_Inc,High School,Missing_SC,Missing_Ideo,Other,Republican President,Protestant,Weekly,Somewhat Strong,Male,Non White,Employed,00’s,South
0,0.4297,2006,"(35,50]",Widowed,4+,Bottom 20%,L/T High School,Missing_SC,Liberal,Other,Republican President,Other,Sometimes,Not Strong,Female,Non White,Other,00’s,South
1,0.8593,2006,"(35,50]",Married,3,Quint3,College,Missing_SC,Missing_Ideo,Other,Republican President,Catholic,Rarely,Not Strong,Female,Non White,Employed,00’s,South
1,1.9096,2006,"(35,50]",Married,4+,Missing_Inc,College,Missing_SC,Conservative,Other,Republican President,Catholic,Sometimes,Not Strong,Male,Non White,Employed,00’s,South
0,1.9096,2006,"(35,50]",Married,3,Quint4,High School,Missing_SC,Conservative,Other,Republican President,Catholic,Weekly,Strong,Female,Non White,Employed,00’s,South
1,0.8593,2006,"[18,35]",Never Married,0,Missing_Inc,High School,Missing_SC,Liberal,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Other,00’s,South
1,0.8593,2006,"[18,35]",Married,4+,Bottom 20%,L/T High School,Missing_SC,Liberal,Other,Republican President,Other,Rarely,Not Strong,Male,Non White,Employed,00’s,South
1,0.8593,2006,"(35,50]",Never Married,0,Top 20%,Graduate,Missing_SC,Liberal,Democrat,Republican President,Catholic,Sometimes,Somewhat Strong,Male,Non White,Employed,00’s,South
1,0.4297,2006,"(35,50]",Divorce/Sep,0,Quint3,Graduate,Missing_SC,Liberal,Democrat,Republican President,Protestant,Weekly,Somewhat Strong,Male,White,Employed,00’s,South
1,0.8593,2006,"[18,35]",Widowed,1,Quint2,High School,Missing_SC,Liberal,Republican,Republican President,Other,Rarely,Not Strong,Male,White,Employed,00’s,South
1,0.8593,2006,"(35,50]",Married,2,Missing_Inc,L/T High School,Missing_SC,Moderate,Other,Republican President,Protestant,Sometimes,Not Strong,Female,Non White,Employed,00’s,South
0,0.8593,2006,"(35,50]",Married,3,Bottom 20%,L/T High School,Missing_SC,Liberal,Republican,Republican President,Catholic,Rarely,Not Strong,Female,Non White,Employed,00’s,South
0,0.8593,2006,"(50,65]",Married,0,Bottom 20%,High School,Missing_SC,Moderate,Other,Republican President,Other,Weekly,Somewhat Strong,Male,Non White,Other,00’s,South
1,0.4297,2006,"(35,50]",Never Married,3,Bottom 20%,High School,Missing_SC,Missing_Ideo,Democrat,Republican President,Catholic,Weekly,Somewhat Strong,Male,Non White,Employed,00’s,South
0,0.8593,2006,"(35,50]",Married,1,Quint4,High School,Missing_SC,Moderate,Other,Republican President,Catholic,Weekly,Somewhat Strong,Male,Non White,Employed,00’s,South
1,0.8593,2006,"[18,35]",Married,2,Bottom 20%,High School,Missing_SC,Missing_Ideo,Other,Republican President,Protestant,Sometimes,Not Strong,Female,Non White,Employed,00’s,South
1,1.9096,2006,"[18,35]",Divorce/Sep,3,Missing_Inc,College,Missing_SC,Moderate,Other,Republican President,Catholic,Sometimes,Not Strong,Female,Non White,Employed,00’s,South
0,1.289,2006,"(50,65]",Married,3,Missing_Inc,L/T High School,Missing_SC,Conservative,Other,Republican President,Catholic,Rarely,Not Strong,Male,Non White,Employed,00’s,South
0,1.289,2006,"(50,65]",Married,0,Quint2,L/T High School,Missing_SC,Liberal,Democrat,Republican President,Catholic,Sometimes,Not Strong,Male,Non White,Employed,00’s,South
1,0.4297,2006,"(35,50]",Never Married,2,Bottom 20%,High School,Missing_SC,Moderate,Democrat,Republican President,Catholic,Sometimes,Not Strong,Female,Non White,Employed,00’s,South
0,0.8593,2006,"[18,35]",Married,4+,Missing_Inc,L/T High School,Missing_SC,Liberal,Other,Republican President,Catholic,Sometimes,Not Strong,Male,Non White,Employed,00’s,South
1,1.289,2006,"(35,50]",Married,4+,Bottom 20%,L/T High School,Missing_SC,Missing_Ideo,Other,Republican President,Protestant,Weekly,Somewhat Strong,Female,Non White,Other,00’s,South
1,0.4297,2006,"[18,35]",Married,3,Missing_Inc,L/T High School,Missing_SC,Moderate,Other,Republican President,Catholic,Sometimes,Strong,Female,Non White,Other,00’s,South
1,0.8593,2006,65+,Married,4+,Top 20%,High School,Missing_SC,Moderate,Republican,Republican President,Catholic,Weekly,Strong,Male,White,Other,00’s,South
0,0.8593,2006,"[18,35]",Married,3,Top 20%,High School,Missing_SC,Moderate,Republican,Republican President,Other,Rarely,Not Strong,Female,Non White,Employed,00’s,South
1,0.4297,2006,"(35,50]",Divorce/Sep,3,Quint2,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Weekly,Not Strong,Male,Non White,Employed,00’s,South
0,0.8593,2006,"[18,35]",Married,1,Quint3,High School,Missing_SC,Liberal,Republican,Republican President,Catholic,Rarely,Not Strong,Male,White,Employed,00’s,South
0,1.289,2006,"(50,65]",Divorce/Sep,3,Quint3,High School,Missing_SC,Conservative,Republican,Republican President,Other,Rarely,Strong,Male,White,Unemployed,00’s,South
1,0.8593,2006,65+,Married,3,Top 20%,High School,Missing_SC,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,00’s,South
0,0.8593,2006,"(35,50]",Married,4+,Quint4,College,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Somewhat Strong,Female,White,Employed,00’s,South
0,0.8593,2006,"[18,35]",Married,2,Bottom 20%,High School,Missing_SC,Conservative,Democrat,Republican President,Other,Weekly,Strong,Male,White,Employed,00’s,South
1,0.8593,2006,"[18,35]",Married,1,Quint4,Graduate,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,00’s,South
0,0.8593,2006,"(50,65]",Married,3,Top 20%,Graduate,Missing_SC,Conservative,Other,Republican President,Protestant,Sometimes,Strong,Female,White,Employed,00’s,South
1,0.4297,2006,"(50,65]",Married,2,Missing_Inc,High School,Missing_SC,Moderate,Other,Republican President,Other,Sometimes,Somewhat Strong,Female,White,Employed,00’s,South
1,0.4297,2006,"(35,50]",Divorce/Sep,0,Missing_Inc,Graduate,Missing_SC,Conservative,Republican,Republican President,Protestant,Sometimes,Somewhat Strong,Male,White,Employed,00’s,South
0,0.8593,2006,"(35,50]",Married,2,Missing_Inc,College,Missing_SC,Moderate,Republican,Republican President,Catholic,Weekly,Strong,Female,White,Other,00’s,South
1,0.8593,2006,"(35,50]",Married,2,Missing_Inc,College,Missing_SC,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,00’s,South
1,0.4297,2006,"(35,50]",Divorce/Sep,2,Quint4,College,Missing_SC,Moderate,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Unemployed,00’s,South
